timestamp, anchor_1, anchor_2, anchor_3, anchor_4, position_x, position_y, position_z,df,foo
4525329,0,1007,2810,2018,393,24,1304,0,
4525530,0,1054,2838,2051,393,24,1304,0,
4525731,0,1054,2833,2032,393,24,1304,0,
4525932,0,1148,2791,2004,393,24,1304,0,
4526133,0,1012,2786,2004,393,24,1304,0,
4526334,0,1139,2819,2079,393,24,1304,0,
4526535,0,1059,2866,2055,393,24,1304,0,
4526736,0,1325,2857,1995,393,24,1304,0,
4526937,0,1344,2819,2051,393,24,1304,0,
4527138,0,1134,2819,2037,393,24,1304,0,
4527339,0,1017,2843,1999,393,24,1304,0,
4527540,0,1087,2791,2130,393,24,1304,0,
4527741,0,1078,2843,2055,393,24,1304,0,
4527942,0,1040,2805,2051,393,24,1304,0,
4528143,0,1134,2829,2037,393,24,1304,0,
4528344,0,1124,2819,2051,393,24,1304,0,
4528545,0,1031,2791,2074,393,24,1304,0,
4528746,0,1073,2805,1995,393,24,1304,0,
4528947,0,1124,2749,3161,393,24,1304,0,
4529148,0,1040,2876,2032,393,24,1304,0,
4529349,0,1087,2768,2646,393,24,1304,0,
4529550,0,1073,2735,3175,393,24,1304,0,
4529751,0,1106,2815,2567,393,24,1304,0,
4529952,0,1040,2735,1972,393,24,1304,0,
4530153,0,1106,2819,2032,393,24,1304,0,
4530354,0,1045,2735,2623,393,24,1304,0,
4530555,0,1256,2758,3316,393,24,1304,0,
4530756,0,988,2763,2524,393,24,1304,0,
4530957,0,1409,2857,1821,393,24,1304,0,
4531158,0,1012,2843,1920,393,24,1304,0,
4531359,0,979,2838,1859,393,24,1304,0,
4531560,0,1031,2824,1948,393,24,1304,0,
4531761,0,1195,2862,1897,393,24,1304,0,
4531962,0,1297,3363,1976,393,24,1304,0,
4532163,0,1124,2801,1911,393,24,1304,0,
4532364,0,1040,2927,1990,393,24,1304,0,
4532565,0,1045,2838,1803,393,24,1304,0,
4532766,0,1054,2857,2013,393,24,1304,0,
4532967,0,1064,3859,2084,393,24,1304,0,
4533168,0,1101,2735,2041,393,24,1304,0,
4533369,0,1269,2786,2116,393,24,1304,0,
4533570,0,1073,2843,2023,393,24,1304,0,
4533771,0,1068,2098,2707,397,25,1284,0,
4533972,0,1391,2791,2065,397,25,1284,0,
4534173,0,1306,2894,2074,397,25,1284,0,
4534374,0,1096,2098,2819,397,25,1284,0,
4534575,0,1297,2758,2130,397,25,1284,0,
4534776,0,1419,2899,2084,397,25,1284,0,
4534977,0,1087,2838,2041,397,25,1284,0,
4535178,0,1068,2121,2777,396,0,1263,0,
