timestamp, anchor_1, anchor_2, anchor_3, anchor_4, position_x, position_y, position_z,df,foo
330744,2979,4225,5134,6193,1045,2573,722,76
330945,3002,4271,5087,6183,1144,2614,786,76
331146,2937,4300,5115,6193,1167,2606,783,74
331347,2998,4234,5153,6104,1209,2604,786,75
331548,3012,4192,5157,6127,1251,2603,789,76
331749,2979,4188,5157,6099,1268,2604,811,76
331950,3128,4234,5124,6029,1302,2640,752,76
332151,3105,4257,4970,5931,1317,2699,879,81
332352,3269,4417,4858,5790,1307,2774,834,79
332553,3292,4436,4811,5823,1302,2837,821,80
332754,3358,4497,4726,5715,1239,2889,723,74
332955,3363,4473,4665,5663,1228,2931,732,77
333156,3428,4459,4619,5565,1208,2960,743,79
333357,3471,4539,4581,5687,1265,3055,881,85
333558,3550,4637,4567,5537,1267,3128,773,79
333759,3696,4651,4567,5504,1301,3185,667,81
333960,3672,4497,4619,5401,1341,3246,740,85
334161,3715,4393,4726,5387,1328,3299,752,85
334362,3766,4323,4740,5372,1262,3321,719,79
334563,3851,4271,4858,5246,1266,3405,716,84
334764,3850,4192,4844,5181,1283,3480,770,86
334965,4009,4197,4862,5096,1326,3553,710,85
335166,3953,4150,4952,5153,1300,3594,704,85
335367,4009,4113,4919,5190,1270,3607,688,81
335568,4094,4042,5035,5110,1252,3676,626,82
335769,4178,3953,4960,4956,1262,3726,628,85
335970,4215,3934,5087,4872,1312,3802,676,87
336171,3911,4346,4867,5106,1300,3890,577,81
336372,3850,4370,4923,5068,1260,3877,610,84
336573,3808,4417,4853,5162,1265,3942,570,79
336774,3790,4445,4745,5275,1295,4013,555,82
336975,3663,4468,4726,5415,1328,4080,596,83
337176,3630,4534,4703,5419,1304,4145,578,79
337377,3607,4642,4665,5424,1320,4207,581,81
337578,3518,4750,4637,5340,1289,4233,598,81
337779,3452,4755,4576,5410,1267,4264,627,79
337980,3438,4787,4483,5551,1301,4336,624,80
338181,3316,4478,4816,5372,1308,4382,746,85
338382,3541,4407,4862,5485,1380,4448,643,79
338583,3522,4361,4858,5419,1468,4478,602,82
338784,3602,4346,4886,5340,1522,4487,529,81
338985,3597,4309,4909,5167,1568,4444,536,86
339186,3649,4113,4933,5181,1699,4425,715,94
339387,3733,4145,4961,5185,1793,4441,630,86
339588,3776,4300,4919,5101,1792,4440,491,81
339789,3757,4332,4848,5162,1778,4427,452,83
339990,3804,4276,4844,5124,1820,4385,542,90
340191,3827,4248,4965,5129,1834,4396,454,81
340392,3846,4183,4961,4947,1966,4403,488,90
340593,3902,4150,4942,5021,1998,4394,464,86
340794,3887,4113,4952,4956,2033,4395,459,87
340995,3962,4131,5026,5026,2064,4403,399,83
341196,3967,4099,5059,5040,2102,4402,355,83
341397,4023,4131,5063,4970,2132,4401,296,82
341598,3991,4108,5106,4891,2140,4416,271,81
341799,4028,3991,5106,5040,2207,4407,322,87
342000,4052,3944,5176,5040,2273,4409,375,86
342201,3845,4028,4960,5232,2330,4425,466,91
342402,3883,4009,5040,5124,2353,4430,476,88
342603,3869,4136,4988,5214,2417,4427,446,85
342804,3916,4220,4750,5256,2465,4360,543,91
343005,3855,4202,4736,5204,2496,4311,743,93
343206,3813,4188,4834,5317,2540,4314,734,89
343407,3715,4271,4872,5335,2635,4366,580,84
343608,3752,4304,4886,5429,2693,4400,491,77
343809,3724,4290,5209,5471,2716,4482,286,70
344010,3738,4351,4745,5424,2752,4416,454,86
344211,3593,4407,4891,5471,2823,4442,393,78
344412,3649,4426,4919,5551,2886,4461,356,76
344613,3672,4445,4816,5560,2922,4448,351,80
344814,3724,4553,4825,5588,2979,4434,277,70
345015,3743,4558,5063,5574,3000,4493,70,66
345216,3522,4609,4755,5630,3085,4506,112,75
345417,3715,4708,4637,5602,3222,4452,263,76
345618,3738,4773,4403,5560,3210,4327,389,83
345819,3747,4389,4820,5537,3224,4222,502,82
346020,3808,4239,4830,5452,3241,4135,648,87
346221,3850,4215,4895,5443,3306,4088,710,85
346422,3920,4127,4895,5358,3244,4006,821,89
346623,4005,4023,4905,5256,3293,3966,901,93
346824,4042,4019,4942,5176,3374,3915,822,83
347025,4225,3953,5073,5082,3415,3795,634,78
347226,4211,3911,5068,5068,3437,3784,648,82
347427,4286,3832,5129,5035,3460,3759,667,82
347628,3790,4332,4928,5143,3453,3705,682,82
347829,3738,4398,4966,5171,3459,3664,694,83
348030,3663,4417,4952,5284,3482,3612,701,80
348231,3621,4431,4839,5335,3466,3516,700,79
348432,3532,4562,4895,5298,3474,3392,569,72
348633,3494,4586,4858,5410,3505,3398,693,79
348834,3508,4651,4811,5433,3484,3330,617,72
349035,3424,4736,4661,5523,3444,3214,539,74
349236,3321,4816,4755,5513,3476,3144,507,68
349437,3339,4820,4633,5626,3448,3058,465,72
349638,3269,4881,4609,5602,3461,3082,578,76
349839,3208,4937,4581,5635,3472,3075,662,76
350040,3189,4520,4970,5729,3444,2948,575,71
350241,3087,4501,5049,5776,3459,2888,553,72
350442,2979,4492,5139,5860,3488,2856,604,71
350643,2998,4389,5330,5902,3458,2704,457,63
350844,2922,4412,5424,5987,3467,2576,344,59
351045,2866,4361,5176,6001,3470,2597,494,69
351246,2843,4332,5228,5968,3455,2570,540,70
351447,2801,4248,5546,6057,3422,2476,513,60
351648,2735,4159,5293,6099,3381,2464,732,75
351849,2717,4141,5349,6075,3374,2452,700,69
352050,2614,4099,5612,6118,3387,2436,798,70
352251,2581,4061,5720,6179,3388,2392,804,69
352452,2557,3962,6001,6315,3342,2221,644,53
352653,2576,3799,5912,6352,3264,2067,540,61
352854,2651,3808,5851,6277,3191,2017,503,63
353055,2675,3785,5785,6225,3137,2002,492,67
353256,2703,3752,5630,6183,3086,2055,641,74
353457,2740,3686,5771,6146,3020,2058,643,71
353658,2871,3710,5846,6132,2969,2052,547,67
353859,2871,3639,5898,6071,2910,2037,513,67
354060,2847,3630,5846,6038,2869,2033,497,70
354261,2927,3607,5766,5954,2828,2105,537,74
354462,2946,3611,5766,5954,2792,2116,523,74
354663,2932,3583,5809,5907,2764,2112,513,73
354864,3087,3480,5949,5874,2679,2095,461,71
355065,3105,3405,5902,5907,2604,2082,451,76
355266,3077,3400,5935,5865,2556,2081,464,75
355467,3133,3372,5968,5865,2520,2112,513,75
355668,3161,3330,5926,5799,2463,2107,475,78
355869,3241,3264,5902,5738,2394,2118,516,82
356070,3306,3288,5996,5776,2333,2184,640,86
356271,3367,3231,6001,5659,2276,2240,748,88
356472,3208,3447,5701,5940,2207,2264,725,83
356673,3175,3485,5682,5996,2148,2271,709,82
356874,3161,3494,5635,5973,2104,2282,722,84
357075,3058,3532,5701,6085,2054,2278,775,80
357276,3068,3513,5626,6160,2005,2256,721,80
357477,2998,3583,5677,6160,1965,2263,762,81
357678,2988,3555,5644,6188,1906,2246,758,80
357879,2941,3644,5644,6216,1847,2243,782,77
358080,2969,3696,5593,6197,1790,2243,739,78
358281,2904,3705,5541,6202,1744,2256,766,79
358482,2913,3776,5546,6268,1701,2270,767,76
358683,2866,3813,5541,6221,1644,2274,769,75
358884,2885,3846,5574,6258,1590,2245,673,73
359085,2777,3897,5471,6254,1542,2260,715,75
359286,2810,4005,5457,6244,1448,2245,624,67
359487,2786,4005,5438,6343,1408,2260,612,72
359688,2810,4113,5429,6347,1350,2238,512,69
359889,2894,4145,5298,6361,1318,2316,569,72
360090,2876,4216,5228,6155,1272,2383,603,68
360291,2979,4243,5162,6141,1247,2447,629,74
360492,3096,4267,5068,5996,1279,2549,674,77
360693,3147,4290,4993,5917,1297,2641,716,79
360894,3166,4253,4956,5860,1329,2709,798,81
361095,3199,4267,4942,5837,1345,2746,781,81
361296,3330,4309,4820,5743,1377,2820,833,85
361497,3382,4407,4820,5729,1386,2879,789,81
361698,3424,4426,4736,5654,1352,2916,727,76
361899,3522,4515,4651,5584,1347,3001,696,83
362100,3588,4623,4665,5598,1319,3063,600,78
