timestamp, anchor_1, anchor_2, anchor_3, anchor_4, position_x, position_y, position_z,df,foo
362301,3579,4604,4553,5490,1315,3134,649,84
362502,3597,4633,4483,5499,1259,3166,682,78
362703,3705,4464,4698,5523,1295,3232,677,83
362904,3794,4445,4787,5410,1286,3310,604,78
363105,3906,4384,4820,5317,1351,3395,602,82
363306,3962,4318,4778,5242,1413,3462,611,86
363507,3981,4239,4792,5190,1444,3523,682,89
363708,4019,4174,4923,5171,1413,3580,649,86
363909,4089,4108,4988,5045,1390,3652,632,86
364110,4131,4056,5012,5045,1340,3716,575,83
364311,4202,3981,5059,5059,1308,3777,538,79
364512,4023,4243,4993,5073,1300,3818,499,80
364713,3986,4257,4933,5049,1306,3856,494,82
364914,3887,4332,4886,5148,1316,3912,500,81
365115,3808,4384,4806,5190,1334,3984,565,85
365316,3776,4431,4740,5232,1350,4040,588,83
365517,3705,4525,4712,5195,1340,4106,561,80
365718,3686,4562,4628,5289,1388,4154,584,83
365919,3593,4637,4656,5340,1353,4185,627,78
366120,3527,4764,4595,5396,1321,4255,564,76
366321,3480,4755,4529,5438,1327,4341,529,79
366522,3457,4520,4787,5607,1320,4407,520,78
366723,3546,4478,4820,5349,1354,4444,489,78
366924,3485,4511,4787,5270,1364,4404,581,85
367125,3560,4384,4848,5368,1427,4432,547,81
367326,3569,4304,4848,5265,1508,4454,556,84
367527,3639,4450,4778,5176,1550,4396,576,84
367728,3705,4792,4839,5148,1419,4295,525,84
367929,3724,4346,4881,5200,1577,4351,512,81
368130,3818,4304,4923,5021,1674,4378,437,81
368331,3841,4356,4937,5106,1733,4393,341,78
368532,3818,4304,4891,5012,1772,4392,331,82
368733,3794,4220,4872,5031,1836,4392,394,86
368934,3827,4159,4872,5017,1937,4379,487,89
369135,3827,4117,4988,5078,1967,4400,475,86
369336,3897,4113,4988,5026,2027,4402,465,86
369537,3920,4136,5068,5012,2060,4417,387,82
369738,4019,4070,5092,4933,2118,4415,324,83
369939,4042,3967,5181,4858,2246,4387,527,94
370140,3944,4080,4974,5143,2309,4371,545,88
370341,3897,4070,5021,5143,2355,4393,514,86
370542,3873,4084,5045,5246,2395,4408,484,84
370743,3897,4099,4806,5293,2419,4365,640,94
370944,3855,4136,4764,5289,2451,4330,758,94
371145,3846,4188,4844,5354,2496,4328,738,89
371346,3766,4188,4942,5354,2570,4376,615,84
371547,3696,4225,4891,5387,2648,4419,527,81
371748,3761,4286,4881,5433,2692,4411,489,83
371949,3771,4356,4909,5476,2750,4435,348,74
372150,3790,4361,4670,5433,2758,4394,400,89
372351,3682,4384,4867,5476,2799,4385,427,79
372552,3630,4407,4923,5480,2859,4426,375,77
372753,3686,4431,4886,5541,2904,4443,319,77
372954,3691,4529,4844,5523,2955,4435,290,75
373155,3738,4515,4473,5490,2970,4334,568,91
373356,3790,4665,4511,5574,2999,4265,590,83
373557,3682,4759,4436,5466,3122,4239,631,82
373758,3822,4276,4881,5447,3194,4154,645,84
373959,3822,4239,4872,5438,3273,4108,682,85
374160,3906,4113,4956,5307,3354,4051,688,79
374361,4014,4103,5021,5331,3364,3979,678,85
374562,4080,4023,5021,5270,3430,3958,684,80
374763,4094,4000,4947,5190,3459,3902,686,84
374964,4113,3986,5106,5082,3422,3852,661,83
375165,4183,3934,5218,5106,3423,3762,590,79
375366,3902,5162,5265,5106,3437,3720,612,83
375567,3883,4253,5035,5303,3409,3660,535,79
375768,3855,4286,4961,5340,3398,3601,517,80
375969,3794,4384,4970,5270,3383,3544,485,76
376170,3715,4426,4919,5307,3393,3474,461,76
376371,3621,4520,4834,5237,3406,3453,557,83
376572,3621,4609,4755,5372,3384,3399,544,76
376773,3518,4576,4684,5298,3291,3342,565,82
376974,3508,4670,4647,5405,3295,3250,557,77
377175,3419,4848,4651,5523,3299,3152,440,71
377376,3391,4647,4806,5635,3321,3082,399,73
377577,3335,4511,4895,5616,3346,3027,410,72
377778,3236,4511,4928,5687,3335,2965,415,71
377979,3208,4468,4970,5734,3344,2881,458,73
378180,3166,4426,5063,5832,3339,2824,469,71
378381,3119,4375,5148,5884,3313,2753,474,70
378582,3170,4323,5223,5865,3278,2695,381,69
378783,3002,4257,5275,5884,3270,2630,421,69
378984,2946,4243,5326,6034,3278,2561,407,68
379185,2960,4253,5396,6071,3283,2493,378,65
379386,2843,4206,5527,6136,3290,2391,331,62
379587,3026,4183,5724,6132,3252,2343,251,56
379788,2703,4066,5401,6249,3259,2307,401,71
379989,2646,3995,5382,6277,3273,2306,657,75
380190,2604,3925,5715,6324,3256,2220,658,64
380391,2557,3944,5780,6254,3241,2126,582,61
380592,2623,3859,5832,6240,3214,2052,516,62
380793,2698,3790,5663,6146,3161,2065,577,71
380994,2754,3850,5785,6155,3114,2064,522,64
381195,2740,3724,5724,6094,3076,2068,525,71
381396,2777,3625,5729,6043,2992,2075,582,75
381597,2782,3719,5720,6020,2993,2095,545,72
381798,2857,3799,5612,6020,2967,2175,578,73
381999,2955,3733,5626,5898,2926,2233,591,75
382200,3021,3733,5593,5870,2874,2255,594,76
382401,3058,3649,5616,5748,2805,2302,615,80
382602,3119,3682,5588,5766,2746,2311,585,78
382803,3109,3677,5668,5701,2719,2302,510,75
383004,3199,3639,5668,5734,2675,2312,481,77
383205,3213,3588,5659,5738,2628,2312,465,79
383406,3274,3541,5696,5696,2570,2308,458,79
383607,3316,3475,5691,5696,2509,2311,503,82
383808,3353,3433,5729,5621,2451,2313,518,82
384009,3292,3363,5752,5696,2403,2327,568,84
384210,3349,3358,5851,5691,2349,2301,533,80
384411,3391,3292,5921,5621,2277,2329,652,89
384612,3241,3405,5691,5968,2230,2337,742,85
384813,3203,3480,5607,5968,2160,2349,781,86
385014,3156,3480,5574,5949,2099,2358,844,87
385215,3147,3485,5574,5973,2057,2362,871,87
385416,3142,3616,5527,6001,1999,2371,836,84
385617,3063,3663,5555,6080,1927,2359,783,80
385818,3012,3668,5546,6141,1870,2355,788,81
386019,2951,3696,5612,6235,1794,2301,703,77
386220,2880,3790,5518,6221,1719,2293,753,77
386421,2866,3790,5584,6244,1661,2272,711,74
386622,2829,3846,5541,6291,1603,2261,699,74
386823,2862,5593,6277,6291,1519,2225,559,82
387024,2838,3948,5546,6272,1471,2228,543,65
387225,2908,4052,5977,6235,1438,2153,335,51
387426,2955,4080,5682,6108,1427,2112,170,60
387627,3007,4103,5171,6164,1404,2301,471,79
387828,3049,4197,5190,6174,1390,2432,581,74
388029,3082,4164,5139,6160,1387,2528,658,78
388230,3133,4211,5026,6001,1370,2606,769,80
388431,3119,4384,4993,6024,1311,2669,753,75
388632,3161,4426,4970,5977,1284,2725,744,74
388833,3185,4370,4933,5940,1278,2769,718,78
389034,3208,4365,4876,5931,1293,2809,784,80
389235,3283,4356,4830,5856,1313,2862,862,82
389436,3358,4464,4783,5804,1308,2913,830,80
389637,3414,4529,4740,5748,1295,2961,754,79
389838,3452,4539,4712,5682,1298,3014,705,80
390039,3494,4586,4604,5630,1255,3043,695,75
390240,3593,4637,4520,5518,1286,3126,704,84
390441,3757,4708,4454,5541,1334,3215,657,83
390642,3846,4436,4726,5405,1380,3303,620,83
