timestamp, anchor_1, anchor_2, anchor_3, anchor_4, position_x, position_y, position_z,df,foo
438007,3100,4384,5185,5959,3282,2775,389,72,
438208,3175,4323,5214,5940,3241,2718,364,69,
438409,3128,4234,5228,6001,3220,2669,358,71,
438610,3105,4328,5331,6076,3211,2610,324,65,
438811,3035,4342,5321,6076,3244,2582,313,69,
439012,2899,4192,5331,6122,3265,2525,382,69,
439213,2833,4084,5480,6202,3247,2439,453,68,
439414,2815,4178,5490,6160,3249,2389,446,64,
439615,2735,4225,5513,6286,3306,2335,461,62,
439816,2670,4145,5457,6207,3322,2309,544,67,
440017,2614,4047,5635,6258,3307,2236,567,63,
440218,2993,3761,5776,5846,2947,2153,392,68,
441110,2993,3761,5776,5846,2947,2153,392,68,
441311,3044,3776,5790,5799,2894,2151,310,67,
441512,2998,3658,5752,5804,2838,2212,377,79,
441713,3068,3677,5659,5879,2789,2226,406,76,
441914,3096,3668,5621,5841,2754,2255,448,77,
442115,3133,3560,5809,5832,2691,2235,419,74,
442316,3156,3574,5926,5771,2645,2171,310,69,
442517,3180,3499,5963,5710,2586,2132,270,70,
442718,3208,3503,5945,5799,2536,2129,250,71,
442919,3278,3438,5945,5729,2471,2123,251,73,
443120,3316,3400,5912,5659,2422,2131,249,76,
443321,3316,3353,5766,5682,2375,2172,360,84,
443522,3349,3288,5860,5616,2307,2263,661,91,
443723,3428,3269,5935,5612,2256,2316,753,88,
443924,3222,3438,5593,5898,2204,2343,848,88,
444125,3217,3447,5607,6080,2167,2358,901,87,
444326,3175,3513,5626,6043,2120,2353,867,84,
444527,3152,3499,5584,6067,2071,2355,874,86,
444728,3105,3499,5612,6118,2030,2342,874,85,
444929,3082,3555,5527,6118,1982,2350,926,86,
445130,3026,3583,5588,6075,1931,2337,896,82,
445331,3007,3663,5504,6099,1876,2340,883,83,
445532,3007,3719,5419,6089,1818,2371,913,84,
445733,3002,3729,5485,6347,1779,2369,896,81,
445934,2918,3780,5513,6333,1713,2348,875,78,
446135,2951,3845,5438,6282,1657,2359,838,78,
446336,2815,3948,5452,6324,1570,2346,801,74,
446537,2801,3869,5344,6249,1517,2353,764,73,
446738,2904,4108,5321,6225,1457,2382,740,73,
446939,2824,4169,5326,6347,1374,2405,736,70,
447140,2796,4206,5204,6437,1305,2429,796,74,
447341,2782,4365,5275,6427,1197,2429,748,70,
447542,2796,4248,5232,6371,1153,2437,767,71,
447743,2904,4234,5167,6380,1176,2481,806,74,
447944,2969,4192,5129,6291,1224,2526,883,77,
448145,3087,4253,5012,6446,1253,2602,844,79,
448346,3068,4473,4942,6240,1187,2671,819,74,
448547,3236,4468,4853,6113,1192,2757,757,77,
448748,3260,4501,4769,6108,1190,2836,752,79,
448949,3358,4525,4811,6048,1202,2895,719,77,
449150,3377,4483,4722,5949,1241,2947,767,82,
449351,3419,4478,4703,5992,1283,2996,781,83,
449552,3503,4487,4619,5898,1312,3053,834,86,
449753,3541,4581,4562,5949,1327,3115,835,84,
449954,3597,4609,4581,5949,1340,3170,812,82,
450155,3672,4595,4515,5851,1356,3221,789,86,
450356,3705,4487,4647,5757,1375,3272,767,85,
450557,3776,4445,4703,5705,1379,3317,725,84,
450758,3845,4342,4745,5508,1395,3393,733,86,
450959,3887,4271,4778,5494,1304,3399,738,88,
451160,3906,4216,4839,5504,1233,3424,751,88,
451361,3972,4155,4867,5551,1303,3519,795,89,
451562,4033,4131,4905,5654,1336,3600,785,89,
451763,4056,4019,4984,5584,1138,3559,762,67,
451964,4127,4023,5021,5504,1126,3599,725,87,
452165,4145,3944,5049,5443,956,3615,669,74,
452366,4220,3859,5092,5344,965,3661,766,76,
452567,4225,3818,5190,5307,869,3731,635,69,
452768,3827,4365,5181,5167,887,3863,457,69,
452969,3757,4365,5101,5232,926,3916,463,72,
453170,3733,4426,5054,5293,945,3971,451,71,
453371,3677,4431,5096,5303,937,4059,373,69,
453572,3639,4501,5040,5326,921,4133,337,69,
453773,3630,4487,5101,5382,900,4181,289,67,
453974,3532,4651,4979,5480,898,4184,383,75,
454175,3461,4694,4998,5480,862,4292,286,65,
454376,3499,4778,5026,5457,818,4196,600,77,
454577,3382,4853,4740,5462,854,4327,380,66,
454778,3382,4876,4543,5447,961,4367,436,79,
454979,3466,4820,4370,5382,1118,4385,531,81,
455180,3485,4314,5017,5368,1357,4516,453,77,
455381,3588,4267,4984,5317,1482,4541,415,80,
455582,3658,4257,5045,5256,1601,4550,370,78,
455783,3705,4225,4988,5181,1691,4539,369,81,
455984,3757,4183,4974,5129,1778,4515,385,84,
456185,3851,4169,5021,4979,1848,4491,355,82,
456386,3897,4215,5031,4984,1908,4464,292,80,
456587,3939,4197,4984,4956,1957,4432,291,83,
456788,3953,4202,5007,4923,2001,4411,276,81,
456989,4080,4183,5063,4867,2072,4384,256,80,
457190,4066,4155,5063,4736,2122,4373,225,81,
457391,4066,4089,5134,4792,2161,4387,193,81,
457592,4080,4005,4792,4792,2240,4316,506,96,
457793,3948,4150,4848,5195,2318,4295,585,90,
457994,3934,4113,4797,5148,2357,4286,663,94,
458195,3869,4145,4759,5326,2424,4275,827,94,
458396,3822,4164,4712,5275,2474,4272,932,95,
458597,3873,4239,4778,5368,2530,4276,829,89,
458798,3864,4286,4736,5312,2576,4262,780,89,
458999,3818,4314,4694,5303,2617,4249,836,90,
459200,3780,4342,4661,5382,2681,4257,842,90,
459401,3733,4379,4600,5391,2744,4253,858,91,
459602,3668,4398,4572,5363,2881,4295,816,83,
459803,3686,4525,4604,5419,2926,4285,770,85,
460004,3644,4515,4609,5494,3012,4306,731,85,
460205,3635,4539,4576,5607,3051,4291,730,85,
460406,3635,4576,4506,5598,3085,4275,766,87,
460607,3536,4558,4553,5673,3127,4291,830,86,
460808,3635,4567,4712,5616,3178,4286,722,79,
461009,3644,4497,4778,5677,3240,4263,659,79,
461210,3541,4384,4792,5644,3305,4240,736,83,
461411,3780,4318,5003,5551,3360,4164,670,77,
461612,3846,4211,4900,5462,3404,4136,690,85,
461813,3911,4155,4923,5382,3347,4028,762,87,
462014,3967,4131,4952,5265,3365,3987,741,87,
462215,3995,4108,4993,5106,3323,3922,716,86,
462416,4038,4066,5026,5115,3309,3869,736,85,
462617,4103,4047,5035,5190,3341,3810,643,78,
462818,4197,4014,5143,5040,3331,3750,557,81,
463019,3962,4220,4966,5171,3315,3699,528,82,
463220,3902,4220,4974,5218,3335,3652,522,82,
463421,3855,4337,5078,5251,3364,3605,464,74,
463622,3785,4346,4960,5289,3368,3550,460,78,
463823,3715,4398,4993,5372,3393,3495,488,74,
464024,3752,4440,4942,5303,3398,3449,455,75,
464225,3654,4511,4909,5438,3424,3392,408,73,
464426,3682,4581,4797,5480,3379,3342,371,75,
464627,3635,4642,4797,5518,3340,3294,349,74,
464828,3546,4642,4675,5584,3321,3246,433,77,
465029,3428,4811,4600,5518,3303,3147,407,74,
465230,3424,4553,4797,5668,3294,3083,408,76,
465431,3396,4529,4872,5701,3271,3038,404,74,
465632,3372,4468,4984,5724,3242,2968,375,73,
465833,3344,4450,5068,5752,3246,2905,324,70,
466034,3156,4337,5092,5935,3250,2838,367,73,
466235,3119,4398,5153,5935,3265,2775,424,73,
466436,3138,4365,5204,5898,3253,2721,366,68,
466637,3035,4346,5251,6001,3277,2650,354,67,
466838,3002,4281,5321,6001,3291,2586,334,67,
467039,2908,4192,5429,6122,3253,2529,386,71,
467240,2885,4113,5471,6136,3229,2442,397,67,
467441,2707,3981,5579,6197,3212,2342,468,68,
467642,2660,3916,5640,6132,3184,2252,548,68,
467843,2632,3743,6244,6141,3128,2188,579,71,
468044,2642,3564,5982,6202,3035,2082,625,67,
468245,2744,3480,6067,6258,2932,1980,578,67,
468446,2749,3508,6146,6249,2858,1886,486,62,
468647,2819,3302,6071,6169,2765,1827,470,73,
468848,2876,3217,6094,6221,2660,1834,526,76,
469049,2904,3105,6282,6240,2562,1789,541,72,
469250,3012,2988,6609,6071,2446,1794,640,85,
469451,3077,2833,6446,6080,2306,1813,779,82,
469652,2660,3222,6089,6591,2154,1794,847,75,
469853,2548,3442,5954,6881,1970,1797,881,72,
470054,2543,3522,5973,6661,1813,1808,827,69,
470255,2599,3635,5790,6548,1695,1869,855,72,
470456,2595,3761,5626,6492,1608,1971,925,74,
470657,2717,3818,5499,6446,1542,2075,962,77,
470858,2758,3958,5405,6343,1470,2167,938,75,
471059,2871,4271,5387,6268,1382,2251,777,64,
471260,2847,4155,5218,6619,1338,2345,797,75,
471461,2937,4342,5157,6099,1274,2446,801,70,
471662,2988,4286,5120,6080,1164,2521,693,74,
471863,3068,4337,5049,6048,1187,2590,737,75,
472064,3142,4389,5073,5996,1206,2660,717,71,
472265,3255,4422,4853,5874,1238,2761,739,79,
472466,3353,4379,4750,5870,1287,2862,800,85,
472667,3499,4534,4628,5790,1304,2977,821,83,
472868,3602,4633,4525,5846,1319,3091,781,84,
473069,3625,4736,4454,5663,1288,3183,755,82,
473270,3719,4389,4726,5673,1287,3269,758,85,
473471,3776,4797,5569,5673,1293,3290,571,75,
473672,3790,4314,4900,5630,1259,3377,594,81,
473873,3846,4309,4895,5659,1260,3436,601,82,
474074,3934,4290,4942,5705,1266,3491,553,81,
474275,4066,4141,4909,5649,1313,3576,623,88,
474476,4014,4056,4961,5630,958,3433,655,66,
474677,4183,4047,5096,5256,1041,3589,534,70,
474878,4234,3944,5115,5251,1006,3710,412,72,
475079,3887,4290,5265,5115,958,3811,328,70,
475280,3836,4393,5209,5195,883,3868,314,67,
475481,3747,4440,5106,5232,889,3982,264,69,
475682,3738,4417,5068,5265,888,3938,428,79,
475883,3639,4417,5021,5265,916,4044,397,74,
476084,3625,4454,5040,5363,906,4018,555,78,
476285,3616,4553,5049,5424,906,4129,414,67,
476486,3532,4661,4966,5405,914,4177,409,66,
476687,3471,4689,4909,5480,914,4169,524,76,
476888,3494,4731,5031,5499,896,4240,443,66,
477089,3499,4830,4281,5541,1068,4279,563,85,
477290,3349,4886,4717,5438,1026,4338,634,67,
